index,ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,city,country,territory,dealsize,address,contactname,Customer Value,CLTV,Recency,Frequency,Monetary
429,10206,34.0,100.0,5,3400.0,2003-12-05,Shipped,4,12,2003,Trucks and Buses,116.0,S18_1097,Canadian Gift Exchange Network,(604) 555-3392,Vancouver,Canada,AMER,Medium,1900 Oak St.  ,Yoshi Tannamuri,Low Value,181793.73,228,2,60597.91
430,10215,46.0,100.0,2,4600.0,2004-01-29,Shipped,1,1,2004,Trucks and Buses,116.0,S18_1097,West Coast Collectables Co.,3105553722,Burbank,USA,AMER,Medium,3675 Furth Circle  ,Steve Thompson,Low Value,124518.69,495,2,41506.23
431,10228,32.0,100.0,1,3200.0,2004-03-10,Shipped,1,3,2004,Trucks and Buses,116.0,S18_1097,Cambridge Collectables Co.,6175555555,Cambridge,USA,AMER,Medium,4658 Baden Av.  ,Kyung Tseng,Low Value,93442.10999999999,395,2,31147.37
432,10245,29.0,100.0,8,2900.0,2004-05-04,Shipped,2,5,2004,Trucks and Buses,116.0,S18_1097,Super Scale Inc.,2035559545,New Haven,USA,AMER,Medium,567 North Pendale Street  ,Leslie Murphy,Low Value,175239.99,399,2,58413.33
433,10258,41.0,100.0,5,4100.0,2004-06-15,Shipped,2,6,2004,Trucks and Buses,116.0,S18_1097,"Tokyo Collectables, Ltd",+81 3 3584 0555,Minato-ku,Japan,APAC,Medium,2-2-8 Roppongi  ,Akiko Shimamura,High Value,292368.12,46,4,97456.04
434,10270,43.0,96.84,8,4164.12,2004-07-19,Shipped,3,7,2004,Trucks and Buses,116.0,S18_1097,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,Australia,APAC,Medium,"Monitor Money Building, 815 Pacific Hwy  Level 6",Adrian Huxley,High Value,399670.14,9,4,133223.38
435,10280,24.0,100.0,1,2400.0,2004-08-17,Shipped,3,8,2004,Trucks and Buses,116.0,S18_1097,Amica Models & Co.,011-4988555,Torino,Italy,EMEA,Small,Via Monte Bianco 34  ,Paolo Accorti,Low Value,217935.02999999997,271,2,72645.01
436,10291,41.0,100.0,10,4100.0,2004-09-08,Shipped,3,9,2004,Trucks and Buses,116.0,S18_1097,Scandinavian Gift Ideas,0695-34 6555,Boras,Sweden,EMEA,Medium,?kergatan 24  ,Maria Larsson,High Value,347669.67,96,3,115889.89
437,10304,46.0,98.0,5,4508.0,2004-10-11,Shipped,4,10,2004,Trucks and Buses,116.0,S18_1097,Auto Assoc. & Cie.,30.59.8555,Versailles,France,EMEA,Medium,"67, avenue de l'Europe  ",Daniel Tonini,Low Value,160094.91,239,2,53364.97
438,10312,32.0,100.0,2,3200.0,2004-10-21,Shipped,4,10,2004,Trucks and Buses,116.0,S18_1097,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
439,10322,22.0,100.0,10,2200.0,2004-11-04,Shipped,4,11,2004,Trucks and Buses,116.0,S18_1097,Online Diecast Creations Co.,6035558647,Nashua,USA,AMER,Small,2304 Long Airport Avenue  ,Valarie Young,High Value,304285.5,215,3,101428.5
440,10333,29.0,40.25,7,1167.25,2004-11-18,Shipped,4,11,2004,Trucks and Buses,116.0,S18_1097,Mini Wheels Co.,6505555787,San Francisco,USA,AMER,Small,5557 North Pendale Street  ,Julie Murphy,Low Value,180729.84,201,3,60243.28
441,10347,42.0,49.6,5,2083.2000000000003,2004-11-29,Shipped,4,11,2004,Trucks and Buses,116.0,S18_1097,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Small,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
442,10357,39.0,98.0,1,3822.0,2004-12-10,Shipped,4,12,2004,Trucks and Buses,116.0,S18_1097,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
443,10370,27.0,100.0,1,2700.0,2005-01-20,Shipped,1,1,2005,Trucks and Buses,116.0,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Medium,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
444,10381,48.0,98.0,2,4704.0,2005-02-17,Shipped,1,2,2005,Trucks and Buses,116.0,S18_1097,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Medium,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
445,10391,29.0,85.1,10,2467.8999999999996,2005-03-09,Shipped,1,3,2005,Trucks and Buses,116.0,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Small,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
446,10411,27.0,100.0,8,2700.0,2005-05-01,Shipped,2,5,2005,Trucks and Buses,116.0,S18_1097,Quebec Home Shopping Network,(514) 555-8054,Montreal,Canada,AMER,Medium,43 rue St. Laurent  ,Jean Fresnisre,Low Value,184242.3,37,3,61414.1
447,10424,54.0,100.0,5,5400.0,2005-05-31,In Process,2,5,2005,Trucks and Buses,116.0,S18_1097,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Large,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
448,10109,26.0,100.0,4,2600.0,2003-03-10,Shipped,1,3,2003,Classic Cars,141.0,S18_1129,Motor Mint Distributors Inc.,2155559857,Philadelphia,USA,AMER,Medium,11328 Douglas Av.  ,Rosa Hernandez,Low Value,189274.38,202,3,63091.46
449,10122,34.0,100.0,2,3400.0,2003-05-08,Shipped,2,5,2003,Classic Cars,141.0,S18_1129,Marseille Mini Autos,91.24.4555,Marseille,France,EMEA,Medium,"12, rue des Bouchers  ",Laurence Lebihan,Low Value,183483.36,152,3,61161.119999999995
450,10136,25.0,100.0,2,2500.0,2003-07-04,Shipped,3,7,2003,Classic Cars,141.0,S18_1129,Alpha Cognac,61.77.6555,Toulouse,France,EMEA,Medium,1 rue Alsace-Lorraine  ,Annette Roulet,Low Value,176655.84,71,3,58885.28
451,10148,23.0,100.0,13,2300.0,2003-09-11,Shipped,3,9,2003,Classic Cars,141.0,S18_1129,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Small,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
452,10161,28.0,100.0,12,2800.0,2003-10-17,Shipped,4,10,2003,Classic Cars,141.0,S18_1129,Heintze Collectables,86 21 3555,Aaarhus,Denmark,EMEA,Medium,Smagsloget 45  ,Palle Ibsen,Low Value,232436.37,228,2,77478.79
453,10171,35.0,100.0,2,3500.0,2003-11-05,Shipped,4,11,2003,Classic Cars,141.0,S18_1129,Quebec Home Shopping Network,(514) 555-8054,Montreal,Canada,AMER,Medium,43 rue St. Laurent  ,Jean Fresnisre,Low Value,184242.3,37,3,61414.1
454,10181,44.0,100.0,6,4400.0,2003-11-12,Shipped,4,11,2003,Classic Cars,141.0,S18_1129,Herkku Gifts,+47 2267 3215,Bergen,Norway,EMEA,Medium,"Drammen 121, PR 744 Sentrum  ",Veysel Oeztan,Low Value,259017.33000000002,277,3,86339.11
455,10192,22.0,100.0,11,2200.0,2003-11-20,Shipped,4,11,2003,Classic Cars,141.0,S18_1129,Online Diecast Creations Co.,6035558647,Nashua,USA,AMER,Medium,2304 Long Airport Avenue  ,Valarie Young,High Value,304285.5,215,3,101428.5
456,10204,42.0,100.0,17,4200.0,2003-12-02,Shipped,4,12,2003,Classic Cars,141.0,S18_1129,Muscle Machine Inc,2125557413,NYC,USA,AMER,Medium,4092 Furth Circle  Suite 400,Jeff Young,High Value,455346.12,188,4,151782.04
457,10212,29.0,100.0,10,2900.0,2004-01-16,Shipped,1,1,2004,Classic Cars,141.0,S18_1129,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
458,10225,32.0,100.0,1,3200.0,2004-02-22,Shipped,1,2,2004,Classic Cars,141.0,S18_1129,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
459,10240,41.0,100.0,3,4100.0,2004-04-13,Shipped,2,4,2004,Classic Cars,141.0,S18_1129,Osaka Souveniers Co.,+81 06 6342 5555,Osaka,Japan,APAC,Medium,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku  ",Mory Kentary,Low Value,166861.95,420,2,55620.65
460,10253,26.0,100.0,5,2600.0,2004-06-01,Cancelled,2,6,2004,Classic Cars,141.0,S18_1129,"UK Collectables, Ltd.",(171) 555-2282,Liverpool,UK,EMEA,Medium,Berkeley Gardens 12  Brewery  ,Elizabeth Devon,Low Value,256951.77,60,3,85650.59
461,10266,21.0,100.0,6,2100.0,2004-07-06,Shipped,3,7,2004,Classic Cars,141.0,S18_1129,L'ordine Souveniers,0522-556555,Reggio Emilia,Italy,EMEA,Small,Strada Provinciale 124  ,Maurizio Moroni,High Value,328842.66000000003,28,3,109614.22
462,10278,34.0,100.0,6,3400.0,2004-08-06,Shipped,3,8,2004,Classic Cars,141.0,S18_1129,Signal Gift Stores,7025551838,Las Vegas,USA,AMER,Medium,8489 Strong St.  ,Sue King,Low Value,218487.15000000002,190,3,72829.05
463,10287,41.0,100.0,4,4100.0,2004-08-30,Shipped,3,8,2004,Classic Cars,141.0,S18_1129,"Vida Sport, Ltd",0897-034555,Gensve,Switzerland,EMEA,Medium,Grenzacherweg 237  ,Michael Holz,Low Value,280034.73,281,2,93344.91
464,10301,37.0,100.0,8,3700.0,2003-10-05,Shipped,4,10,2003,Classic Cars,141.0,S18_1129,"Norway Gifts By Mail, Co.",+47 2212 1555,Oslo,Norway,EMEA,Medium,"Drammensveien 126 A, PB 744 Sentrum  ",Jan Klaeboe,Low Value,193658.37000000002,290,2,64552.79
465,10310,37.0,100.0,2,3700.0,2004-10-16,Shipped,4,10,2004,Classic Cars,141.0,S18_1129,"Toms Spezialitten, Ltd",0221-5554327,Koln,Germany,EMEA,Medium,Mehrheimerstr. 369  ,Henriette Pfalzheim,Low Value,237126.39,234,2,79042.13
466,10321,41.0,100.0,10,4100.0,2004-11-04,Shipped,4,11,2004,Classic Cars,141.0,S18_1129,FunGiftIdeas.com,5085552555,New Bedford,USA,AMER,Medium,1785 First Street  ,Violeta Benitez,Low Value,231082.32,96,3,77027.44
467,10331,46.0,100.0,6,4600.0,2004-11-17,Shipped,4,11,2004,Classic Cars,141.0,S18_1129,Motor Mint Distributors Inc.,2155559857,Philadelphia,USA,AMER,Medium,11328 Douglas Av.  ,Rosa Hernandez,Low Value,189274.38,202,3,63091.46
468,10342,40.0,100.0,2,4000.0,2004-11-24,Shipped,4,11,2004,Classic Cars,141.0,S18_1129,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Medium,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
469,10356,43.0,97.6,8,4196.8,2004-12-09,Shipped,4,12,2004,Classic Cars,141.0,S18_1129,Lyon Souveniers,+33 1 46 62 7555,Paris,France,EMEA,Medium,27 rue du Colonel Pierre Avia  ,Daniel Da Cunha,Low Value,177410.09999999998,82,3,59136.7
470,10365,30.0,87.06,1,2611.8,2005-01-07,Shipped,1,1,2005,Classic Cars,141.0,S18_1129,Mini Creations Ltd.,5085559555,New Bedford,USA,AMER,Small,4575 Hillside Dr.  ,Wing C Tam,Low Value,287016.63,151,3,95672.21
471,10377,35.0,100.0,2,3500.0,2005-02-09,Shipped,1,2,2005,Classic Cars,141.0,S18_1129,"Toys of Finland, Co.",90-224 8555,Helsinki,Finland,EMEA,Medium,Keskuskatu 45  ,Matti Karttunen,Low Value,267597.45,118,3,89199.15000000001
472,10390,36.0,93.77,14,3375.72,2005-03-04,Shipped,1,3,2005,Classic Cars,141.0,S18_1129,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
473,10406,61.0,100.0,3,6100.0,2005-04-15,Disputed,2,4,2005,Classic Cars,141.0,S18_1129,Danish Wholesale Imports,31 12 3555,Kobenhavn,Denmark,EMEA,Large,Vinb'ltet 34  ,Jytte Petersen,High Value,334706.52,53,5,111568.84
474,10419,38.0,100.0,5,3800.0,2005-05-17,Shipped,2,5,2005,Classic Cars,141.0,S18_1129,Salzburg Collectables,6562-9555,Salzburg,Austria,EMEA,Medium,Geislweg 14  ,Georg Pipps,High Value,366263.55000000005,21,4,122087.85
475,10102,39.0,100.0,2,3900.0,2003-01-10,Shipped,1,1,2003,Vintage Cars,102.0,S18_1342,Vitachrome Inc.,2125551500,NYC,USA,AMER,Medium,2678 Kingston Rd.  Suite 101,Michael Frick,Low Value,202534.11,214,3,67511.37
476,10111,33.0,99.66,6,3288.7799999999997,2003-03-25,Shipped,1,3,2003,Vintage Cars,102.0,S18_1342,Mini Wheels Co.,6505555787,San Francisco,USA,AMER,Medium,5557 North Pendale Street  ,Julie Murphy,Low Value,180729.84,201,3,60243.28
477,10125,32.0,100.0,1,3200.0,2003-05-21,Shipped,2,5,2003,Vintage Cars,102.0,S18_1342,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Medium,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
478,10139,31.0,100.0,7,3100.0,2003-07-16,Shipped,3,7,2003,Vintage Cars,102.0,S18_1342,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,Australia,APAC,Medium,"Monitor Money Building, 815 Pacific Hwy  Level 6",Adrian Huxley,High Value,399670.14,9,4,133223.38
479,10149,50.0,100.0,4,5000.0,2003-09-12,Shipped,3,9,2003,Vintage Cars,102.0,S18_1342,Signal Collectibles Ltd.,4155554312,Brisbane,USA,AMER,Medium,2793 Furth Circle  ,Sue Taylor,Low Value,118543.01999999999,483,2,39514.34
480,10162,48.0,91.44,2,4389.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,102.0,S18_1342,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Medium,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
481,10173,43.0,100.0,6,4300.0,2003-11-05,Shipped,4,11,2003,Vintage Cars,102.0,S18_1342,Rovelli Gifts,035-640555,Bergamo,Italy,EMEA,Medium,Via Ludovico il Moro 22  ,Giovanni Rovelli,High Value,381430.92,207,3,127143.64
482,10182,25.0,87.33,3,2183.25,2003-11-12,Shipped,4,11,2003,Vintage Cars,102.0,S18_1342,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
483,10193,28.0,100.0,7,2800.0,2003-11-21,Shipped,4,11,2003,Vintage Cars,102.0,S18_1342,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,Australia,APAC,Medium,7 Allen Street  ,Sean Connery,Low Value,168418.86000000002,29,3,56139.62
484,10205,36.0,100.0,2,3600.0,2003-12-03,Shipped,4,12,2003,Vintage Cars,102.0,S18_1342,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
485,10215,27.0,89.38,10,2413.2599999999998,2004-01-29,Shipped,1,1,2004,Vintage Cars,102.0,S18_1342,West Coast Collectables Co.,3105553722,Burbank,USA,AMER,Small,3675 Furth Circle  ,Steve Thompson,Low Value,124518.69,495,2,41506.23
486,10227,25.0,100.0,3,2500.0,2004-03-02,Shipped,1,3,2004,Vintage Cars,102.0,S18_1342,"Saveley & Henriot, Co.",78.32.5555,Lyon,France,EMEA,Small,"2, rue du Commerce  ",Mary Saveley,High Value,355740.69,462,3,118580.23
487,10244,40.0,100.0,7,4000.0,2004-04-29,Shipped,2,4,2004,Vintage Cars,102.0,S18_1342,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
488,10256,34.0,95.55,2,3248.7,2004-06-08,Shipped,2,6,2004,Vintage Cars,102.0,S18_1342,Danish Wholesale Imports,31 12 3555,Kobenhavn,Denmark,EMEA,Medium,Vinb'ltet 34  ,Jytte Petersen,High Value,334706.52,53,5,111568.84
489,10280,50.0,100.0,9,5000.0,2004-08-17,Shipped,3,8,2004,Vintage Cars,102.0,S18_1342,Amica Models & Co.,011-4988555,Torino,Italy,EMEA,Medium,Via Monte Bianco 34  ,Paolo Accorti,Low Value,217935.02999999997,271,2,72645.01
490,10289,38.0,100.0,2,3800.0,2004-09-03,Shipped,3,9,2004,Vintage Cars,102.0,S18_1342,Herkku Gifts,+47 2267 3215,Bergen,Norway,EMEA,Medium,"Drammen 121, PR 744 Sentrum  ",Veysel Oeztan,Low Value,259017.33000000002,277,3,86339.11
491,10304,37.0,95.55,13,3535.35,2004-10-11,Shipped,4,10,2004,Vintage Cars,102.0,S18_1342,Auto Assoc. & Cie.,30.59.8555,Versailles,France,EMEA,Medium,"67, avenue de l'Europe  ",Daniel Tonini,Low Value,160094.91,239,2,53364.97
492,10312,43.0,89.38,10,3843.3399999999997,2004-10-21,Shipped,4,10,2004,Vintage Cars,102.0,S18_1342,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Medium,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
493,10322,43.0,86.3,14,3710.9,2004-11-04,Shipped,4,11,2004,Vintage Cars,102.0,S18_1342,Online Diecast Creations Co.,6035558647,Nashua,USA,AMER,Medium,2304 Long Airport Avenue  ,Valarie Young,High Value,304285.5,215,3,101428.5
494,10332,46.0,95.13,15,4375.98,2004-11-17,Shipped,4,11,2004,Vintage Cars,102.0,S18_1342,"AV Stores, Co.",(171) 555-1555,Manchester,UK,EMEA,Medium,Fauntleroy Circus  ,Victoria Ashworth,High Value,410619.75,202,3,136873.25
495,10346,42.0,36.11,3,1516.62,2004-11-29,Shipped,4,11,2004,Vintage Cars,102.0,S18_1342,Signal Gift Stores,7025551838,Las Vegas,USA,AMER,Small,8489 Strong St.  ,Sue King,Low Value,218487.15000000002,190,3,72829.05
496,10356,50.0,50.18,9,2509.0,2004-12-09,Shipped,4,12,2004,Vintage Cars,102.0,S18_1342,Lyon Souveniers,+33 1 46 62 7555,Paris,France,EMEA,Small,27 rue du Colonel Pierre Avia  ,Daniel Da Cunha,Low Value,177410.09999999998,82,3,59136.7
497,10369,44.0,100.0,8,4400.0,2005-01-20,Shipped,1,1,2005,Vintage Cars,102.0,S18_1342,Collectables For Less Inc.,6175558555,Brickhaven,USA,AMER,Large,7825 Douglas Av.  ,Allen Nelson,Low Value,201493.11,138,3,67164.37
498,10380,27.0,93.16,13,2515.3199999999997,2005-02-16,Shipped,1,2,2005,Vintage Cars,102.0,S18_1342,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
499,10391,35.0,100.0,2,3500.0,2005-03-09,Shipped,1,3,2005,Vintage Cars,102.0,S18_1342,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Medium,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
500,10422,51.0,95.55,2,4873.05,2005-05-30,In Process,2,5,2005,Vintage Cars,102.0,S18_1342,Diecast Classics Inc.,2155551555,Allentown,USA,AMER,Medium,7586 Pompton St.  ,Kyung Yu,Low Value,289134.81,8,4,96378.27
501,10102,41.0,50.14,1,2055.7400000000002,2003-01-10,Shipped,1,1,2003,Vintage Cars,53.0,S18_1367,Vitachrome Inc.,2125551500,NYC,USA,AMER,Small,2678 Kingston Rd.  Suite 101,Michael Frick,Low Value,202534.11,214,3,67511.37
502,10111,48.0,49.06,5,2354.88,2003-03-25,Shipped,1,3,2003,Vintage Cars,53.0,S18_1367,Mini Wheels Co.,6505555787,San Francisco,USA,AMER,Small,5557 North Pendale Street  ,Julie Murphy,Low Value,180729.84,201,3,60243.28
503,10126,42.0,54.99,17,2309.58,2003-05-28,Shipped,2,5,2003,Vintage Cars,53.0,S18_1367,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Madrid,Spain,EMEA,Small,"C/ Araquil, 67  ",Mart¡n Sommer,Low Value,285730.26,218,3,95243.42
504,10139,49.0,43.13,6,2113.3700000000003,2003-07-16,Shipped,3,7,2003,Vintage Cars,53.0,S18_1367,Souveniers And Things Co.,+61 2 9495 8555,Chatswood,Australia,APAC,Small,"Monitor Money Building, 815 Pacific Hwy  Level 6",Adrian Huxley,High Value,399670.14,9,4,133223.38
505,10149,30.0,58.22,3,1746.6,2003-09-12,Shipped,3,9,2003,Vintage Cars,53.0,S18_1367,Signal Collectibles Ltd.,4155554312,Brisbane,USA,AMER,Small,2793 Furth Circle  ,Sue Taylor,Low Value,118543.01999999999,483,2,39514.34
506,10162,45.0,51.21,1,2304.45,2003-10-18,Shipped,4,10,2003,Vintage Cars,53.0,S18_1367,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Small,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
507,10173,48.0,44.21,5,2122.08,2003-11-05,Shipped,4,11,2003,Vintage Cars,53.0,S18_1367,Rovelli Gifts,035-640555,Bergamo,Italy,EMEA,Small,Via Ludovico il Moro 22  ,Giovanni Rovelli,High Value,381430.92,207,3,127143.64
508,10182,32.0,54.45,2,1742.4,2003-11-12,Shipped,4,11,2003,Vintage Cars,53.0,S18_1367,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
509,10193,46.0,53.37,6,2455.02,2003-11-21,Shipped,4,11,2003,Vintage Cars,53.0,S18_1367,"Australian Collectables, Ltd",61-9-3844-6555,Glen Waverly,Australia,APAC,Small,7 Allen Street  ,Sean Connery,Low Value,168418.86000000002,29,3,56139.62
510,10205,48.0,63.61,1,3053.2799999999997,2003-12-03,Shipped,4,12,2003,Vintage Cars,53.0,S18_1367,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Medium,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
511,10215,33.0,43.13,9,1423.2900000000002,2004-01-29,Shipped,1,1,2004,Vintage Cars,53.0,S18_1367,West Coast Collectables Co.,3105553722,Burbank,USA,AMER,Small,3675 Furth Circle  ,Steve Thompson,Low Value,124518.69,495,2,41506.23
512,10227,31.0,48.52,2,1504.1200000000001,2004-03-02,Shipped,1,3,2004,Vintage Cars,53.0,S18_1367,"Saveley & Henriot, Co.",78.32.5555,Lyon,France,EMEA,Small,"2, rue du Commerce  ",Mary Saveley,High Value,355740.69,462,3,118580.23
513,10244,20.0,58.22,6,1164.4,2004-04-29,Shipped,2,4,2004,Vintage Cars,53.0,S18_1367,Euro Shopping Channel,(91) 555 94 44,Madrid,Spain,EMEA,Small,"C/ Moralzarzal, 86  ",Diego Freyre,High Value,2274585.1500000004,7,26,758195.05
514,10256,29.0,51.75,1,1500.75,2004-06-08,Shipped,2,6,2004,Vintage Cars,53.0,S18_1367,Danish Wholesale Imports,31 12 3555,Kobenhavn,Denmark,EMEA,Small,Vinb'ltet 34  ,Jytte Petersen,High Value,334706.52,53,5,111568.84
515,10280,27.0,57.68,8,1557.36,2004-08-17,Shipped,3,8,2004,Vintage Cars,53.0,S18_1367,Amica Models & Co.,011-4988555,Torino,Italy,EMEA,Small,Via Monte Bianco 34  ,Paolo Accorti,Low Value,217935.02999999997,271,2,72645.01
516,10289,24.0,56.07,1,1345.68,2004-09-03,Shipped,3,9,2004,Vintage Cars,53.0,S18_1367,Herkku Gifts,+47 2267 3215,Bergen,Norway,EMEA,Small,"Drammen 121, PR 744 Sentrum  ",Veysel Oeztan,Low Value,259017.33000000002,277,3,86339.11
517,10304,37.0,48.52,12,1795.24,2004-10-11,Shipped,4,10,2004,Vintage Cars,53.0,S18_1367,Auto Assoc. & Cie.,30.59.8555,Versailles,France,EMEA,Small,"67, avenue de l'Europe  ",Daniel Tonini,Low Value,160094.91,239,2,53364.97
518,10312,25.0,44.21,9,1105.25,2004-10-21,Shipped,4,10,2004,Vintage Cars,53.0,S18_1367,Mini Gifts Distributors Ltd.,4155551450,San Rafael,USA,AMER,Small,5677 Strong St.  ,Valarie Nelson,High Value,1591761.5699999998,9,17,530587.19
519,10322,41.0,57.68,5,2364.88,2004-11-04,Shipped,4,11,2004,Vintage Cars,53.0,S18_1367,Online Diecast Creations Co.,6035558647,Nashua,USA,AMER,Small,2304 Long Airport Avenue  ,Valarie Young,High Value,304285.5,215,3,101428.5
520,10332,27.0,89.89,16,2427.03,2004-11-17,Shipped,4,11,2004,Vintage Cars,53.0,S18_1367,"AV Stores, Co.",(171) 555-1555,Manchester,UK,EMEA,Small,Fauntleroy Circus  ,Victoria Ashworth,High Value,410619.75,202,3,136873.25
521,10347,21.0,58.95,7,1237.95,2004-11-29,Shipped,4,11,2004,Vintage Cars,53.0,S18_1367,"Australian Collectors, Co.",03 9520 4555,Melbourne,Australia,APAC,Small,636 St Kilda Road  Level 3,Peter Ferguson,High Value,493727.61,190,5,164575.87
522,10356,22.0,72.41,6,1593.02,2004-12-09,Shipped,4,12,2004,Vintage Cars,53.0,S18_1367,Lyon Souveniers,+33 1 46 62 7555,Paris,France,EMEA,Small,27 rue du Colonel Pierre Avia  ,Daniel Da Cunha,Low Value,177410.09999999998,82,3,59136.7
523,10369,32.0,98.63,7,3156.16,2005-01-20,Shipped,1,1,2005,Vintage Cars,53.0,S18_1367,Collectables For Less Inc.,6175558555,Brickhaven,USA,AMER,Medium,7825 Douglas Av.  ,Allen Nelson,Low Value,201493.11,138,3,67164.37
524,10381,25.0,52.83,9,1320.75,2005-02-17,Shipped,1,2,2005,Vintage Cars,53.0,S18_1367,Corporate Gift Ideas Co.,6505551386,San Francisco,USA,AMER,Small,7734 Strong St.  ,Julie Brown,High Value,356534.85,104,4,118844.95
525,10391,42.0,100.0,3,4200.0,2005-03-09,Shipped,1,3,2005,Vintage Cars,53.0,S18_1367,"Anna's Decorations, Ltd",02 9936 8555,North Sydney,Australia,APAC,Medium,201 Miller Street  Level 15,Anna O'Hara,High Value,363781.23,90,4,121260.41
526,10422,25.0,51.75,1,1293.75,2005-05-30,In Process,2,5,2005,Vintage Cars,53.0,S18_1367,Diecast Classics Inc.,2155551555,Allentown,USA,AMER,Small,7586 Pompton St.  ,Kyung Yu,Low Value,289134.81,8,4,96378.27
527,10110,37.0,100.0,16,3700.0,2003-03-18,Shipped,1,3,2003,Classic Cars,124.0,S18_1589,"AV Stores, Co.",(171) 555-1555,Manchester,UK,EMEA,Medium,Fauntleroy Circus  ,Victoria Ashworth,High Value,410619.75,202,3,136873.25
528,10123,26.0,100.0,2,2600.0,2003-05-20,Shipped,2,5,2003,Classic Cars,124.0,S18_1589,Atelier graphique,40.32.2555,Nantes,France,EMEA,Medium,"54, rue Royale  ",Carine Schmitt,Low Value,63639.479999999996,194,3,21213.16
529,10137,44.0,99.55,2,4380.2,2003-07-10,Shipped,3,7,2003,Classic Cars,124.0,S18_1589,Reims Collectables,26.47.1555,Reims,France,EMEA,Medium,59 rue de l'Abbaye  ,Paul Henriot,High Value,349508.19,69,5,116502.73
